"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","second choice","Agronomy","daytime",NA,140,"Portuguese",140,"yes","no","no","male","no",6,6,6,NA,12.4,"Graduate"
"married","second choice","Agronomy","daytime","Secondary education",111,"Portuguese",162.4,"no","no","yes","male","no",12,5,7,5,NA,"Dropout"
"single",NA,"Nursing","daytime","Secondary education",120,"Portuguese",136.6,"no","no","no","male",NA,7,5,7,6,13.9,"Dropout"
"single","fourth choice","Informatics Engineering","daytime","Secondary education",111,"Portuguese",111,"yes","no",NA,NA,"no",5,4,5,3,12.4,"Dropout"
"single",NA,"Nursing","daytime","Secondary education",118,NA,115.7,"no","no","no","male",NA,7,5,8,7,13.9,"Enrolled"
"single","fourth choice","Advertising and Marketing Management","daytime","Secondary education",106,"Portuguese",105.7,"yes","no","no","male","no",6,6,6,5,8.9,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",120,"Portuguese",128.2,"yes","no","no","male","no",9,8,10,9,NA,"Enrolled"
NA,"second choice","Management","daytime","Secondary education",151,"Portuguese",137,"yes","no","no","male","no",5,5,5,5,8.9,"Graduate"
"married","second choice","Tourism","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",120,"no","no","yes","male","no",6,0,6,0,NA,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",NA,"Portuguese",120.5,NA,"no","no","male","no",5,2,5,0,7.6,"Dropout"
"single","second choice","Management (evening attendance)","evening",NA,120,"Portuguese",118.1,"no","no","no","male","no",15,13,13,9,8.9,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",110,"Portuguese",139,"no","no","no","male","no",5,0,5,0,12.7,"Dropout"
NA,"third choice","Management","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",NA,"Portuguese",116.3,"no",NA,"no","male","no",5,0,5,0,10.8,"Dropout"
"single","sixth choice","Tourism","daytime","Secondary education",118,"Portuguese",120.5,"yes","no","no","male","no",6,4,6,4,7.6,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",139,"Portuguese",134.9,"yes","no","no","male","no",6,6,6,6,16.2,"Graduate"
NA,"second choice","Informatics Engineering","daytime",NA,130,"Portuguese",123,"no","no","no","male","no",5,1,5,0,9.4,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",122.9,"no",NA,"no","male","no",6,6,NA,2,10.8,"Dropout"
"single","second choice","Management (evening attendance)","evening","Secondary education",100,"Portuguese",140,"no",NA,"no","male",NA,NA,4,5,NA,NA,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",122.5,"no","no","no","male","no",6,5,6,NA,11.1,"Enrolled"
NA,"second choice","Management (evening attendance)","evening","Other - 11th year of schooling",133.1,"Portuguese",121.5,"no","no","no","male","no",5,2,5,3,7.6,"Enrolled"
"single","fourth choice","Nursing",NA,"Secondary education",156,"Portuguese",132.3,"yes","no",NA,"male","yes",7,NA,7,6,7.6,"Graduate"
"single",NA,"Nursing","daytime","Secondary education",143,"Portuguese",131.5,"yes",NA,"no","male","yes",7,7,8,8,13.9,"Graduate"
"married","second choice","Equinculture","daytime","12th year of schooling - not completed",133.1,"Portuguese",128.2,NA,"no","no","male","no",5,0,5,NA,7.6,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime",NA,140,"Portuguese",148,"yes","no","no","male","no",NA,0,6,0,12.7,"Dropout"
"single","second choice","Nursing",NA,"Secondary education",127,"Portuguese",121.5,"no","no","no","male","no",7,6,7,6,7.6,"Graduate"
NA,"second choice","Nursing","daytime","Secondary education",135,"Portuguese",135.4,"yes","no","no","male","no",7,6,8,5,11.1,"Enrolled"
"single","second choice","Social Service","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",139,"no",NA,"yes","male","no",6,NA,5,0,16.2,"Dropout"
"single","second choice","Management","daytime","Secondary education",NA,"Portuguese",113.4,"no",NA,"no","male","no",5,3,NA,3,12.7,"Dropout"
"single","second choice","Informatics Engineering",NA,"Technological specialization course",150,"Portuguese",150,"yes",NA,"yes",NA,"no",5,5,5,NA,12.4,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",122,NA,"no","yes","male","no",6,6,6,NA,8.9,"Enrolled"
"single","second choice","Veterinary Nursing",NA,NA,150,"Portuguese",150,"yes",NA,"no","male","no",6,6,NA,6,16.2,"Graduate"
"single","second choice",NA,"daytime","Other - 11th year of schooling",133.1,"Portuguese",119.3,"yes","no","no","male","no",6,NA,NA,4,9.4,"Enrolled"
NA,"second choice","Agronomy","daytime",NA,130,"Portuguese",140,"no","no","no","male","no",6,0,6,0,NA,"Dropout"
"single","fifth choice","Communication Design",NA,"Secondary education",NA,"Portuguese",125,"yes","no",NA,NA,"no",6,6,6,6,9.4,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime",NA,141,"Portuguese",140.7,"yes","no","no","male","no",5,5,5,4,7.6,"Graduate"
"married","second choice","Nursing","daytime",NA,133.1,"Portuguese",100,"no","no","no","male","no",NA,5,7,0,16.2,"Enrolled"
"single","sixth choice","Journalism and Communication","daytime","Secondary education",146,"Portuguese",146.7,"yes","no","no","male","no",6,6,NA,6,7.6,"Graduate"
"single","second choice","Equinculture","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",96,"no","no","no","male","no",5,0,5,0,7.6,"Dropout"
"single","second choice","Informatics Engineering","daytime","Technological specialization course",NA,"Portuguese",NA,"no","no","yes","male","no",6,2,7,2,8.9,"Dropout"
"single","second choice","Informatics Engineering",NA,"Technological specialization course",130,"Portuguese",130,"no","no","yes","male","no",NA,0,5,0,15.5,"Dropout"
"married","second choice",NA,"evening","Secondary education",160,"Portuguese",130,NA,"no","no","male","yes",5,3,5,3,9.4,"Dropout"
"married","second choice","Communication Design","daytime","Higher education - bachelor's degree",140,"Portuguese",140,"yes","no","no","male","no",18,18,18,18,16.2,"Graduate"
"single","seventh chioce","Informatics Engineering","daytime",NA,126,"Portuguese",116.6,"yes",NA,NA,"male","yes",5,5,5,5,8.9,"Graduate"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",NA,"Portuguese",120.5,"yes","no","no","male","no",5,NA,5,5,NA,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",103,NA,"no","no",NA,"no",NA,0,6,0,NA,"Dropout"
"single","third choice",NA,"daytime","Secondary education",121,"Portuguese",111.9,"yes","no","no","male","no",6,5,6,4,8.9,"Graduate"
"single","second choice","Informatics Engineering","daytime","Secondary education",148,"Portuguese",148.7,"no","no","no","male","no",5,5,5,5,8.9,"Graduate"
"single","second choice","Management (evening attendance)","evening","Other - 11th year of schooling",133.1,"Portuguese",NA,"no","no","no","male","no",13,7,11,5,10.8,"Dropout"
"single","third choice","Informatics Engineering","daytime","Secondary education",140,NA,125.7,"yes","no","no","male","no",5,0,5,0,NA,"Enrolled"
NA,"second choice","Tourism","daytime","Secondary education",NA,"Portuguese",120.1,"yes","no","no","male","yes",6,6,6,6,8.9,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",140,"Portuguese",127.8,NA,"no",NA,"male","no",6,6,6,6,11.1,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",112,"Portuguese",106.4,"yes","no","no","male","no",5,5,5,4,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",100,"Portuguese",100,NA,"no","yes",NA,NA,8,2,8,2,12.7,"Dropout"
"single","fifth choice","Veterinary Nursing","daytime","Secondary education",126,NA,123.9,"yes","no","no","male","no",6,0,6,0,10.8,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",150,"Portuguese",139.5,"no","no","no","male",NA,6,6,6,6,NA,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no","male","no",6,5,6,5,13.9,"Graduate"
"married","second choice",NA,"daytime","Secondary education",144,"Portuguese",139.8,"no","no","yes","male","no",7,7,8,7,10.8,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",133.1,"Portuguese",154.4,"no","no",NA,"male","no",5,0,NA,0,10.8,"Dropout"
"single","seventh chioce","Management","daytime","Secondary education",120,"Portuguese",115.5,NA,"no","yes","male","no",5,4,5,5,8.9,"Enrolled"
"single","second choice",NA,"evening","Secondary education",133.1,"Portuguese",119,"no","no","no","male","no",9,9,7,7,8.9,"Graduate"
"single",NA,"Biofuel Production Technologies","daytime","Secondary education",133.1,"Portuguese",96.1,"no",NA,"no","male","no",7,2,7,2,12.4,"Dropout"
"single","second choice","Animation and Multimedia Design",NA,"Higher education - degree",130,"Portuguese",130,"no","no","no","male","no",0,0,0,0,NA,"Dropout"
"single",NA,"Communication Design",NA,"Secondary education",133,"Portuguese",128.8,"no","no","no","male","no",NA,12,12,12,10.8,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",124,"Portuguese",126.8,NA,"no","no","male","yes",6,5,6,4,NA,"Graduate"
"single","second choice","Management (evening attendance)","evening",NA,130,"Portuguese",130,"no","no","no","male","no",NA,0,5,0,8.9,"Dropout"
"single","fourth choice","Management","daytime","Secondary education",NA,"Portuguese",116.7,"yes","no","no","male","no",5,0,5,NA,7.6,"Enrolled"
"single","fourth choice","Nursing","daytime","Secondary education",132,"Portuguese",125.5,"yes",NA,"no",NA,"no",8,7,NA,NA,10.8,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Higher education - degree",110,"Portuguese",110,"yes","no","no","male","no",12,9,11,6,9.4,"Dropout"
"single","fourth choice","Journalism and Communication","daytime",NA,127,"Portuguese",133.7,NA,"no","yes","male","no",6,6,6,5,12.7,"Dropout"
"single","second choice","Equinculture","daytime","Secondary education",130,"Portuguese",117.6,"no","no","no","male","no",5,2,5,5,9.4,"Enrolled"
"single","second choice","Agronomy",NA,"Technological specialization course",140,"Portuguese",140,"no","no","no","male","no",6,3,6,1,13.9,"Dropout"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"no","no","no","male","no",6,3,6,NA,15.5,"Enrolled"
"single","third choice","Social Service","daytime","Secondary education",133,"Portuguese",NA,"yes","no","no","female","no",6,6,6,6,10.8,"Graduate"
NA,"fifth choice","Journalism and Communication","daytime","Secondary education",NA,NA,137,"yes","no","no","female","yes",6,6,6,5,10.8,"Graduate"
NA,"second choice","Management",NA,"Secondary education",133.1,"Portuguese",128.2,NA,"no","no",NA,"no",11,NA,6,6,9.4,"Dropout"
"single","fifth choice","Animation and Multimedia Design","daytime","Secondary education",133,"Portuguese",129.2,"yes",NA,"yes","male","no",0,NA,0,0,9.4,"Dropout"
"single","fourth choice","Journalism and Communication",NA,"Secondary education",134,"Portuguese",129.5,"yes","no","no","male","no",6,6,6,6,16.2,"Graduate"
"single",NA,"Journalism and Communication","daytime","Secondary education",125,NA,129.6,"yes","no","no","male","no",6,6,6,6,12.4,"Graduate"
"single","fourth choice","Informatics Engineering","daytime","Secondary education",135,"Portuguese",121.7,"yes","no","no","male","no",5,5,5,3,NA,"Enrolled"
"single","third choice","Journalism and Communication","daytime","Secondary education",132,"Portuguese",141.8,"yes","no","no","male","no",6,6,6,6,12.7,"Graduate"
"single","fourth choice",NA,"daytime","Secondary education",135,"Portuguese",129.8,NA,"no","no","male","no",6,5,6,3,15.5,"Graduate"
"single","second choice","Communication Design","daytime","Technological specialization course",100,"Portuguese",106,"no","no","no",NA,"no",7,NA,9,5,12.4,"Dropout"
NA,"second choice","Animation and Multimedia Design","daytime","Secondary education",144,"Portuguese",121.6,"no","no",NA,"male","no",0,0,0,0,13.9,"Enrolled"
NA,"second choice","Informatics Engineering","daytime","Secondary education",125,"Portuguese",121.5,"yes","no","no","male","no",5,5,5,5,NA,"Dropout"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",133.1,"Portuguese",117,NA,"no","yes","male","no",0,0,0,0,NA,"Enrolled"
"single","second choice","Informatics Engineering","daytime","Technological specialization course",130,"Portuguese",130,NA,"no","no","male",NA,5,2,5,3,12.4,"Enrolled"
"single","second choice",NA,"daytime","Secondary education",117,"Portuguese",NA,NA,"no","no","male","no",6,6,6,6,8.9,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","male","no",6,4,6,2,12.4,"Dropout"
"single","second choice",NA,"daytime","Secondary education",NA,"Portuguese",NA,"yes","no","no",NA,NA,5,3,NA,2,11.1,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",133.1,NA,100,"no",NA,"yes","male","no",8,7,6,6,8.9,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",119.1,NA,NA,"yes","male","no",6,3,6,NA,10.8,"Dropout"
"single",NA,"Informatics Engineering","daytime","Secondary education",148,"Portuguese",129.8,"no",NA,"no","male","yes",5,5,5,5,8.9,"Enrolled"
"single",NA,"Social Service","daytime","Secondary education",133,"Portuguese",NA,"yes","no","yes","female","no",6,5,6,5,8.9,"Dropout"
"single","sixth choice",NA,"daytime","Secondary education",143,"Portuguese",136.7,"yes","no","no","female","no",6,6,6,6,8.9,"Graduate"
"single","second choice",NA,"daytime",NA,143,"Portuguese",126.2,"yes","no",NA,"female","yes",6,6,NA,6,12.4,"Graduate"
"single","second choice","Veterinary Nursing","daytime",NA,NA,"Brazilian",109.6,"no",NA,"no","female","no",6,4,6,5,NA,"Dropout"
NA,"second choice","Nursing","daytime","Secondary education",141,"Portuguese",131.9,"yes","no","no","female","yes",7,NA,8,8,NA,"Graduate"
"single","third choice","Social Service","daytime","Secondary education",140,"Portuguese",140.7,"yes","no","no","female","yes",6,6,6,6,10.8,"Graduate"
"single","seventh chioce","Social Service (evening attendance)","evening","Secondary education",NA,"Portuguese",120.7,"yes","no","no",NA,"no",6,4,6,0,13.9,"Dropout"
"single","third choice","Management","daytime","Secondary education",118,"Portuguese",113.8,NA,"no","no","female","no",5,3,5,4,8.9,"Graduate"
NA,"second choice","Social Service","daytime","Secondary education",135,"Portuguese",121,NA,"no","no","female",NA,6,1,6,1,9.4,"Enrolled"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",119,"Portuguese",112.4,"yes","no","no","female","no",7,7,NA,2,7.6,"Dropout"
"single","seventh chioce","Journalism and Communication","daytime","Secondary education",145,"Portuguese",131,"yes","no","no","female","yes",6,6,NA,5,7.6,"Enrolled"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",143,"Portuguese",142.7,NA,"no","no",NA,"no",0,0,0,0,NA,"Dropout"
NA,NA,"Advertising and Marketing Management","daytime","Secondary education",123,NA,125.5,"no","no","no","female","yes",6,6,6,6,8.9,"Graduate"
"single",NA,"Nursing","daytime","Secondary education",108,"Portuguese",107.8,"yes","no","no","female","yes",7,6,8,7,13.9,"Graduate"
"single","fourth choice","Journalism and Communication","daytime","Secondary education",NA,NA,110.4,"yes","no","yes","female","no",6,6,NA,2,NA,"Dropout"
"single","second choice","Social Service","daytime","Technological specialization course",140,NA,136.1,"yes",NA,"yes","female","no",6,3,6,2,12.4,"Enrolled"
"single","second choice","Tourism","daytime","Secondary education",170,"Portuguese",138.3,NA,"no","no","female","no",10,9,9,7,NA,"Graduate"
"single","third choice","Veterinary Nursing","daytime","Secondary education",157,"Portuguese",142.3,"no","no","no","female","no",5,4,5,4,7.6,"Graduate"
"single","second choice","Nursing","daytime","Frequency of higher education",141,"Portuguese",145,"no","no","no","female","no",21,18,21,18,7.6,"Graduate"
"single","second choice","Journalism and Communication","daytime","Secondary education",125,"Portuguese",125.7,"yes","no","no","female","no",6,6,6,6,8.9,"Graduate"
"divorced","second choice","Basic Education","daytime",NA,133.1,"Portuguese",108,"no","no","yes","female","no",7,7,7,6,8.9,"Enrolled"
NA,"fifth choice","Nursing","daytime",NA,143,"Portuguese",128.7,"yes","no","no","female","no",7,7,8,8,15.5,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",NA,"no","no","no","female","yes",NA,6,6,6,11.1,"Graduate"
"single","fourth choice","Journalism and Communication","daytime","Secondary education",150,"Portuguese",146.5,"yes","no","no","female","yes",6,6,6,6,11.1,"Graduate"
"single","third choice","Tourism","daytime","Secondary education",112,"Portuguese",NA,"yes","no","no","female","no",6,0,6,NA,11.1,"Dropout"
"single","third choice","Social Service (evening attendance)","evening","Secondary education",133.1,NA,118,"no","no","no","female","yes",6,6,6,5,10.8,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",125,NA,117,"yes","no","no","female","yes",5,4,5,5,10.8,"Graduate"
"single","fourth choice","Social Service",NA,"Secondary education",121,"Portuguese",115.4,"yes","no","no","female",NA,6,6,NA,6,13.9,"Graduate"
"single","fourth choice","Social Service","daytime","Secondary education",133.1,"Portuguese",117,"yes","no","no","female","no",6,NA,6,6,11.1,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",133.1,NA,NA,"yes","no","no","female","no",6,3,6,4,12.4,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",135,"Portuguese",NA,"no","no","no","female",NA,6,0,6,0,16.2,"Dropout"
"single","fifth choice","Nursing","daytime","Secondary education",132,NA,118,NA,"no","no",NA,"no",8,7,8,7,12.7,"Graduate"
NA,"second choice","Basic Education",NA,NA,133.1,"Portuguese",118,"no","no","no","female","no",NA,6,7,1,12.4,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",135,"Portuguese",126.4,"yes","no","no","female","yes",12,12,12,11,15.5,"Graduate"
"single",NA,NA,"daytime","Technological specialization course",110,"Portuguese",110,"no",NA,"no","female","no",6,5,NA,4,16.2,"Enrolled"
"single","second choice","Oral Hygiene","daytime","Secondary education",133,"Portuguese",124.4,"yes","no","no","female","yes",7,7,8,8,15.5,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,"yes",NA,"no","female","no",6,6,6,5,16.2,"Enrolled"
"single","second choice","Journalism and Communication","daytime",NA,135,"Portuguese",129.4,"yes","no","no",NA,"no",6,6,6,6,11.1,"Graduate"
"single","second choice",NA,"daytime","Technological specialization course",140,"Portuguese",141.7,"no",NA,"no","female","yes",6,6,6,6,13.9,"Graduate"
"single","third choice","Veterinary Nursing","daytime","Secondary education",144,"Portuguese",132.1,"yes",NA,"no","female","yes",5,3,5,3,12.7,"Graduate"
NA,"sixth choice","Nursing","daytime","Secondary education",122,"Portuguese",116.8,"yes","no","no","female","no",7,6,8,7,13.9,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",143,"Portuguese",135,"no",NA,"no","female","yes",5,5,5,5,10.8,"Graduate"
"single","second choice",NA,"daytime","Technological specialization course",150,"Portuguese",150,"no","no","no","female","no",5,2,NA,4,12.7,"Enrolled"
"single","fourth choice","Social Service","daytime","Secondary education",124,"Portuguese",NA,"yes","no","yes","female","no",6,0,5,NA,13.9,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",156,"Portuguese",155,"no","no","no","female","no",6,NA,6,6,8.9,"Graduate"
"single","second choice","Veterinary Nursing",NA,"Secondary education",142,"Portuguese",NA,"yes",NA,"no","female","no",5,3,5,5,10.8,"Graduate"
NA,"second choice","Nursing","daytime",NA,142,"Portuguese",130.8,"yes","no","no","female","yes",7,6,8,7,13.9,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",126,"Portuguese",121.8,"yes","no","no","female","no",7,6,8,NA,12.4,"Dropout"
NA,"second choice","Agronomy","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",140,"no","no","no","male","no",6,6,6,5,16.2,"Enrolled"
"married","second choice","Communication Design","daytime","Secondary education",170,"Portuguese",148.5,"no","no","no",NA,"no",10,8,7,5,NA,"Dropout"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",109.8,"yes","no","no","male","no",3,0,2,0,7.6,"Dropout"
"single","second choice","Social Service","daytime","Secondary education",133,"Brazilian",NA,"yes","no","yes","female","yes",6,6,6,6,NA,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",122,"Portuguese",NA,"yes","no","no","female","no",8,6,8,NA,12.7,"Graduate"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",138,"Portuguese",147.5,"yes","no","no","female","yes",12,12,11,11,8.9,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",163,"English",150.8,"yes","no","no","female","no",6,6,6,NA,15.5,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",150,NA,NA,"yes",NA,"no","female","no",6,6,NA,6,13.9,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",131.5,"no","no","yes","female",NA,NA,NA,6,4,11.1,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",144,"Portuguese",NA,"yes","no","no","female","yes",6,6,NA,6,10.8,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",118,NA,111,"yes","no","no","female","no",6,6,6,6,7.6,"Graduate"
"single",NA,"Social Service","daytime","Secondary education",101,"Guinean",119.9,"yes",NA,"yes","female",NA,11,9,NA,4,9.4,"Graduate"
NA,"third choice","Journalism and Communication","daytime",NA,133,"Portuguese",133.7,"yes","no","no","female","no",6,NA,5,0,7.6,"Dropout"
NA,"second choice","Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",140,"yes","no","no","female","no",6,6,6,6,13.9,"Graduate"
"single","third choice","Basic Education","daytime","Secondary education",124,"Portuguese",113.9,NA,"no","no",NA,"yes",6,6,6,6,NA,"Graduate"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",127,"Portuguese",120.7,"yes","no","yes","male","no",0,0,0,0,7.6,"Dropout"
"facto union","second choice","Management","daytime","Secondary education",133.1,"Portuguese",119.8,NA,"no","no","male",NA,5,NA,5,5,11.1,"Enrolled"
"single","second choice","Management (evening attendance)","evening","Secondary education",110,"Portuguese",121.8,"no","no",NA,"male",NA,5,0,5,0,12.7,"Dropout"
NA,"second choice",NA,"daytime","Secondary education",NA,"Portuguese",117.7,"yes","no","yes","male","yes",0,0,0,0,12.4,"Graduate"
"married","second choice","Management","daytime","Secondary education",160,"Portuguese",110,NA,"no","no","male","no",5,2,NA,4,15.5,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",134.4,"no","no","no","male","no",6,6,6,6,15.5,"Dropout"
"single","second choice","Management","daytime","Secondary education",133.1,"Portuguese",125.3,"no","no","no","male","no",15,11,NA,11,7.6,"Dropout"
"single","second choice","Management","daytime","Secondary education",132,"Portuguese",119.1,"no","no","no","male","no",NA,1,5,0,13.9,"Dropout"
"facto union","second choice","Social Service","daytime",NA,130,"Portuguese",146,"no","no","no","male","no",6,5,6,4,12.4,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",130,"Portuguese",130,"yes","no","no","male","no",5,1,5,3,9.4,"Enrolled"
"single","seventh chioce",NA,"daytime","Secondary education",129,"Portuguese",122,"yes","no","no","male","no",5,NA,NA,4,9.4,"Graduate"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",130,"Portuguese",118.1,"yes","no","yes","male","no",5,1,5,1,8.9,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",140,"Portuguese",105.2,"no","no","no","male","no",6,1,6,0,16.2,"Dropout"
"single","sixth choice","Informatics Engineering","daytime","Secondary education",131,"Portuguese",123.3,"yes","no","no","male","yes",5,5,5,2,8.9,"Dropout"
"single","second choice","Animation and Multimedia Design","daytime",NA,129,"Portuguese",124.8,"yes","no","no","male","no",0,0,0,0,12.7,"Dropout"
"single","second choice","Management (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",149.4,"no","no","no","male","no",5,2,5,1,11.1,"Dropout"
"single","second choice",NA,"daytime","Secondary education",112,"Portuguese",108.5,"no",NA,"no","male",NA,6,6,6,5,9.4,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",119,"Portuguese",125,"no",NA,"no","male","no",6,5,NA,2,10.8,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",133.1,"Portuguese",101,"no",NA,NA,"male","no",7,5,8,7,15.5,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",NA,"Portuguese",112.9,"no","no","no","male","no",5,0,5,0,7.6,"Dropout"
"single","fourth choice","Communication Design","daytime","Secondary education",131,"Portuguese",120.2,"yes",NA,"no","male","no",6,6,6,5,15.5,"Enrolled"
"single","second choice","Management","daytime","Secondary education",120,"Portuguese",111.6,"no","no","yes","male","yes",5,5,5,3,10.8,"Enrolled"
"single","second choice","Management","daytime","Secondary education",125,"Portuguese",134.1,"yes","no","no","male","no",5,0,5,0,8.9,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",133.1,"Portuguese",101.6,"no","no","no","male","yes",NA,0,5,0,12.7,"Dropout"
NA,"third choice",NA,"daytime","Secondary education",121,"Portuguese",111.9,"yes","no","no","male","no",6,6,NA,6,13.9,"Graduate"
"single","second choice","Management","daytime","Secondary education",148,"Portuguese",118.4,"yes","no","no",NA,"no",5,5,5,4,8.9,"Dropout"
NA,"second choice","Management","daytime","Secondary education",NA,"Portuguese",127.1,NA,"no",NA,"male","yes",5,5,5,4,12.7,"Graduate"
"single","fourth choice","Animation and Multimedia Design","daytime","Secondary education",125,"Portuguese",120.5,"yes","no","no","male","no",0,0,0,0,12.4,"Graduate"
"single","fifth choice","Communication Design","daytime","Secondary education",128,NA,136.1,"yes","no","yes","male","no",6,NA,6,5,11.1,"Dropout"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",124,"yes","no","no","male","no",5,3,5,4,7.6,"Dropout"
"single","fifth choice","Veterinary Nursing","daytime","Secondary education",137,"Portuguese",141.6,"no","no","no","male","no",5,4,5,NA,7.6,"Graduate"
"single",NA,"Animation and Multimedia Design","daytime",NA,160,"Portuguese",NA,"yes","no","yes","male","yes",0,NA,0,0,15.5,"Dropout"
"single","second choice","Management","daytime","Secondary education",120,"Portuguese",110,"no","no",NA,"male","no",5,3,5,3,15.5,"Dropout"
"single","second choice","Biofuel Production Technologies","daytime","Secondary education",NA,NA,100,"yes","no","no","male","no",7,0,7,0,13.9,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Other - 11th year of schooling",133.1,"Portuguese",120,NA,"no","yes","male","no",6,0,6,0,15.5,"Dropout"
"single",NA,"Management","daytime","Secondary education",116,"Portuguese",124.8,"yes","no","no","male","no",5,2,5,2,7.6,"Enrolled"
"single","second choice",NA,"daytime","Technological specialization course",140,"Portuguese",140,"yes","no","no","male","no",5,NA,5,2,12.7,"Dropout"
"single","fourth choice","Animation and Multimedia Design","daytime","Secondary education",140,"Portuguese",124.3,"yes","no","no","male","no",0,0,0,0,7.6,"Graduate"
"single","second choice","Management","daytime","Secondary education",122,"Portuguese",118.9,NA,"no","no","male","no",5,2,5,0,12.7,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",141,"Portuguese",130.2,NA,"no","no","male","no",6,6,6,0,12.7,"Dropout"
"single","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",NA,"no","no","no","male","no",6,1,6,0,16.2,"Enrolled"
"facto union","second choice","Communication Design","daytime","Higher education - degree",140,"Portuguese",140,"no","no","no","male","no",6,1,6,0,15.5,"Dropout"
