"","Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"3358",1,1,9003,1,1,120,1,115,0,0,0,1,0,6,0,6,0,16.2,"Dropout"
"3359",4,1,9500,1,NA,NA,1,154.3,0,0,0,0,0,7,0,8,0,12.4,"Dropout"
"3360",1,1,9147,1,1,143,1,135,1,0,0,NA,0,5,4,5,5,7.6,"Enrolled"
"3361",1,4,9670,1,1,126,1,115.2,0,0,0,0,0,6,3,6,5,10.8,"Dropout"
"3362",1,1,9773,1,1,125,1,NA,1,0,0,0,1,6,6,6,6,8.9,"Graduate"
"3363",1,4,9147,1,1,123,NA,117.4,1,0,0,0,1,5,5,5,5,8.9,"Graduate"
"3364",1,1,9147,1,2,150,1,150,1,0,1,0,NA,5,0,NA,0,15.5,"Dropout"
"3365",1,NA,9853,1,1,132,1,131.3,1,0,0,0,NA,6,5,6,4,7.6,"Dropout"
"3366",NA,1,9238,1,1,133,1,120.4,NA,0,NA,0,0,6,2,6,1,9.4,"Dropout"
"3367",1,1,9991,0,1,122,1,113.6,0,0,0,1,0,5,2,5,3,7.6,"Enrolled"
"3368",1,4,9500,1,1,137,1,125,1,NA,0,0,0,7,6,7,6,7.6,"Graduate"
"3369",NA,6,9500,1,1,145,1,132.3,1,0,0,0,1,8,7,NA,7,10.8,"Enrolled"
"3370",1,1,9254,1,1,150,1,142.7,0,0,1,0,0,6,NA,6,3,7.6,"Dropout"
"3371",1,1,9147,1,3,130,1,130,0,0,0,0,0,5,0,NA,0,12.7,"Dropout"
"3372",1,6,9500,1,1,136,1,120.8,1,NA,0,0,0,14,NA,14,7,7.6,"Graduate"
"3373",1,2,9254,1,1,131,1,NA,1,0,0,NA,1,6,6,6,6,13.9,"Graduate"
"3374",NA,1,9147,1,NA,130,NA,119.9,0,0,0,0,1,5,5,5,5,13.9,"Graduate"
"3375",1,1,9238,1,1,108,1,110.5,1,0,0,0,1,6,6,6,NA,12.4,"Graduate"
"3376",1,1,9003,NA,39,160,1,160,1,0,0,0,0,6,6,6,NA,15.5,"Graduate"
"3377",1,1,9085,1,1,113,1,118.6,1,0,0,0,1,6,6,6,6,8.9,"Graduate"
"3378",1,1,9853,1,1,113,1,112.3,0,0,0,0,1,7,7,7,7,11.1,"Graduate"
"3379",2,1,9147,1,1,137,1,NA,0,NA,0,0,0,NA,4,5,3,10.8,"Enrolled"
"3380",1,4,9500,1,1,148,1,125,1,0,0,0,0,7,6,7,6,7.6,"Graduate"
"3381",1,1,9500,1,1,NA,NA,105.8,NA,0,0,0,0,7,NA,7,3,13.9,"Dropout"
"3382",1,1,9147,1,2,133.1,1,121.5,1,0,0,0,0,15,13,14,11,NA,"Dropout"
"3383",1,NA,9238,1,1,138,NA,134.2,NA,0,0,0,NA,6,6,NA,NA,11.1,"Graduate"
"3384",4,NA,9147,1,3,130,1,NA,0,0,0,0,0,5,0,5,0,11.1,"Dropout"
"3385",1,NA,9085,1,1,127,NA,122.8,1,0,0,0,0,5,2,5,3,12.7,"Enrolled"
"3386",NA,1,9238,1,1,115,1,108.7,0,NA,0,0,1,6,5,6,6,15.5,"Graduate"
"3387",1,2,NA,1,1,147,1,136.7,0,0,0,NA,0,7,7,8,8,NA,"Graduate"
"3388",1,1,9085,1,1,132,1,119.1,0,NA,0,0,0,6,6,6,6,12.4,"Graduate"
"3389",1,4,171,1,1,146,1,151.3,1,0,0,0,1,12,12,11,11,8.9,"Graduate"
"3390",1,NA,9238,NA,NA,109,1,108.3,0,0,NA,0,1,6,NA,6,5,10.8,"Enrolled"
"3391",1,1,9853,1,1,133,NA,127.4,0,0,1,0,1,7,7,NA,7,16.2,"Graduate"
"3392",1,1,9500,1,1,124,1,124,0,0,0,NA,0,NA,8,8,8,9.4,"Graduate"
"3393",1,1,9070,1,1,133.1,1,155,0,0,0,0,1,6,5,6,NA,16.2,"Graduate"
"3394",NA,1,9147,NA,1,121,1,114,0,0,0,NA,1,NA,5,5,5,11.1,"Graduate"
"3395",1,2,9147,1,NA,129,1,118.9,1,0,0,0,0,5,4,5,3,10.8,"Enrolled"
"3396",1,1,9085,NA,42,160,1,160,1,0,0,0,0,11,11,9,9,8.9,"Graduate"
"3397",1,1,9147,1,1,131,1,126.1,0,0,NA,0,0,NA,0,NA,4,16.2,"Enrolled"
"3398",1,NA,9500,1,1,150,1,136.5,1,NA,0,0,1,8,8,8,8,9.4,"Graduate"
"3399",2,5,9500,1,1,130,NA,NA,0,0,NA,0,0,7,6,7,6,7.6,"Graduate"
"3400",1,NA,NA,NA,1,133.1,1,128,0,0,NA,0,1,6,6,6,6,9.4,"Graduate"
"3401",1,1,9238,1,1,154,1,156.5,1,1,0,0,1,6,6,6,6,NA,"Graduate"
"3402",1,NA,9670,1,1,126,1,125.7,0,0,0,0,0,6,6,6,5,15.5,"Enrolled"
"3403",1,1,9773,1,NA,150,1,NA,0,0,NA,NA,0,6,5,6,6,12.7,"Graduate"
"3404",1,5,9500,1,1,141,NA,131.9,1,0,NA,0,1,NA,7,8,8,15.5,"Graduate"
"3405",NA,1,9991,0,1,134,1,113.7,0,NA,0,0,0,5,5,5,4,9.4,"Enrolled"
"3406",NA,2,171,1,1,NA,1,155.1,1,0,0,0,0,0,0,0,0,13.9,"Graduate"
"3407",1,NA,9853,1,1,134,1,121.1,1,0,0,NA,0,6,5,6,5,10.8,"Enrolled"
"3408",1,3,9500,1,NA,139,1,NA,1,NA,0,0,1,NA,8,8,8,9.4,"Graduate"
"3409",1,6,9500,1,1,136,1,NA,0,0,0,0,0,8,0,8,0,9.4,"Dropout"
"3410",1,5,9773,1,1,110,1,117.4,1,0,0,0,0,6,NA,6,6,11.1,"Graduate"
"3411",1,1,9670,1,1,135,1,140.3,1,0,NA,0,NA,6,6,6,4,12.4,"Enrolled"
"3412",1,4,9500,1,1,129,NA,120,NA,0,0,0,0,8,7,8,7,10.8,"Graduate"
"3413",NA,1,9147,NA,1,139,1,133.4,0,0,0,NA,0,5,1,5,0,9.4,"Enrolled"
"3414",1,4,NA,1,1,137,1,126.7,NA,0,0,0,0,7,0,8,0,15.5,"Dropout"
"3415",1,3,9500,1,1,138,1,129.3,1,NA,0,0,1,7,6,8,7,12.4,"Graduate"
"3416",1,6,9500,NA,1,136,1,NA,1,0,0,0,0,7,6,8,6,11.1,"Enrolled"
"3417",1,1,9773,1,NA,143,1,144.8,0,0,0,0,0,6,6,6,6,16.2,"Enrolled"
"3418",1,1,9254,1,1,133.1,1,98.6,0,0,0,0,0,6,2,6,0,12.7,"Dropout"
"3419",1,1,9853,NA,NA,136,1,126.9,1,0,0,0,1,7,7,7,7,11.1,"Graduate"
"3420",1,1,9238,1,1,139,1,146.7,1,0,0,0,NA,6,6,6,6,NA,"Graduate"
"3421",1,1,9500,1,1,125,1,117,NA,0,0,0,1,8,NA,8,8,9.4,"Graduate"
"3422",1,1,9085,1,39,130,1,130,1,0,0,0,0,6,NA,6,0,NA,"Dropout"
"3423",1,1,9238,1,1,137,1,125.8,0,0,0,0,NA,6,NA,6,2,12.7,"Dropout"
"3424",2,1,9991,0,3,130,1,160,0,0,0,0,0,5,5,5,5,12.7,"Dropout"
"3425",1,1,9085,1,1,130,NA,134.2,1,0,0,0,0,5,0,5,0,9.4,"Dropout"
"3426",2,2,NA,1,1,160,1,96,0,0,0,0,0,NA,3,5,0,10.8,"Dropout"
"3427",NA,1,9147,1,1,100,1,101.8,1,0,0,0,0,5,5,5,2,10.8,"Enrolled"
"3428",1,1,9238,1,1,NA,1,125.2,1,0,0,0,0,6,6,6,6,7.6,"Graduate"
"3429",1,1,8014,0,1,117,NA,100,0,0,0,0,0,6,4,6,6,13.9,"Dropout"
"3430",2,1,9147,1,3,140,1,140,0,0,0,0,0,NA,0,5,0,NA,"Dropout"
"3431",1,1,9070,1,1,132,1,120,0,0,0,0,NA,6,6,6,6,NA,"Graduate"
"3432",1,3,9500,1,1,147,1,134.3,1,0,0,0,0,NA,7,8,NA,12.7,"Graduate"
"3433",1,1,9773,1,1,158,1,144.7,1,0,0,0,1,6,6,6,6,12.7,"Graduate"
"3434",1,6,NA,1,1,142,1,131.9,1,0,0,0,0,7,7,8,8,13.9,"Dropout"
"3435",NA,1,9773,1,1,143,1,136.7,1,0,0,0,1,6,6,NA,6,11.1,"Dropout"
"3436",NA,2,9070,1,1,NA,NA,129.8,NA,NA,0,0,NA,6,NA,6,6,9.4,"Graduate"
"3437",1,1,9773,1,1,160,NA,146.5,0,0,0,0,1,6,6,6,NA,13.9,"Graduate"
"3438",1,1,9991,NA,1,120,1,122.5,1,0,0,0,0,13,8,12,9,9.4,"Enrolled"
"3439",NA,2,9556,NA,19,NA,1,117.8,0,0,0,0,0,7,6,8,8,13.9,"Graduate"
"3440",1,2,9556,1,1,133.1,1,106,1,0,0,0,0,NA,2,7,2,8.9,"Dropout"
"3441",1,1,9556,NA,1,NA,1,119,0,0,0,0,NA,7,6,7,NA,12.7,"Enrolled"
"3442",1,1,NA,1,1,120,NA,115.1,NA,0,0,0,0,6,3,6,5,10.8,"Enrolled"
"3443",1,4,9254,1,1,106,1,116.9,1,0,0,0,0,6,6,6,5,11.1,"Graduate"
"3444",1,2,9773,1,1,148,1,141.7,0,0,0,0,0,6,6,6,NA,NA,"Graduate"
"3445",1,2,9070,1,1,134,1,127.7,1,0,0,0,0,6,6,6,4,13.9,"Dropout"
"3446",1,5,9500,1,1,130,1,122.1,1,0,0,0,1,7,7,8,7,12.4,"Graduate"
"3447",1,1,9085,1,1,150,1,153.5,1,0,0,0,0,6,6,6,6,13.9,"Dropout"
"3448",1,NA,171,1,1,141,1,141.4,1,0,0,0,NA,0,0,0,0,13.9,"Graduate"
"3449",1,1,NA,1,1,140,1,135.8,1,NA,NA,0,1,6,6,6,NA,NA,"Graduate"
"3450",1,NA,9500,1,1,138,1,127.5,1,0,0,NA,1,NA,7,8,8,16.2,"Graduate"
"3451",1,1,9991,0,1,130,1,151.6,0,0,0,0,0,5,5,5,5,16.2,"Enrolled"
"3452",1,1,9500,NA,1,133.1,NA,121.4,0,0,1,0,0,7,4,7,5,13.9,"Enrolled"
"3453",1,NA,NA,1,1,133,1,100,0,0,0,0,0,8,7,NA,7,12.7,"Graduate"
"3454",1,6,9500,1,1,150,1,131.5,1,0,0,0,1,8,7,8,7,12.7,"Graduate"
"3455",1,1,9147,1,NA,NA,1,109.3,0,0,NA,0,0,5,2,5,1,9.4,"Dropout"
"3456",1,NA,9238,1,1,145,1,127.9,1,0,0,0,0,6,6,6,6,12.7,"Graduate"
"3457",1,1,NA,NA,3,140,1,140,1,0,0,0,0,14,13,11,11,NA,"Graduate"
"3458",1,1,9003,1,39,160,1,160,0,0,0,0,1,6,6,6,6,15.5,"Graduate"
"3459",1,1,9238,1,1,125,1,119.8,0,0,0,0,0,6,5,6,6,16.2,"Graduate"
"3460",4,4,9991,0,12,133.1,1,153,0,0,0,0,0,NA,0,5,0,7.6,"Dropout"
"3461",1,2,9500,1,1,139,1,125,1,0,0,0,1,7,6,7,6,7.6,"Graduate"
"3462",4,1,9500,1,1,130,1,103.7,NA,NA,0,0,0,NA,5,8,5,10.8,"Enrolled"
"3463",1,1,9085,1,3,120,1,120,0,0,0,0,0,10,4,9,3,15.5,"Dropout"
"3464",1,1,9853,1,1,160,1,146,1,0,0,0,0,6,3,NA,5,9.4,"Enrolled"
"3465",1,3,9070,1,1,120,1,116.9,1,0,0,0,0,6,6,6,6,8.9,"Graduate"
"3466",2,1,9147,1,1,130,1,117.9,NA,0,0,NA,0,1,0,5,0,10.8,"Dropout"
"3467",1,1,9147,1,1,124,1,128.6,NA,0,0,0,0,5,4,4,2,7.6,"Enrolled"
"3468",1,1,9853,1,1,150,1,NA,0,NA,0,NA,0,8,7,8,8,12.7,"Graduate"
"3469",1,NA,9991,0,1,140,1,124.6,0,0,0,0,0,5,5,5,4,15.5,"Enrolled"
"3470",1,5,9500,1,NA,135,1,124,NA,0,0,NA,1,8,7,8,7,9.4,"Enrolled"
"3471",1,6,NA,1,1,143,1,129.5,1,0,0,0,NA,8,7,NA,7,10.8,"Graduate"
"3472",2,1,8014,0,19,100,1,111.3,0,0,1,0,0,6,6,6,6,7.6,"Graduate"
"3473",4,1,8014,0,19,133.1,1,95,0,NA,1,0,0,6,0,5,0,8.9,"Dropout"
"3474",2,1,9147,1,1,133.1,1,131.8,0,0,0,0,0,15,14,14,13,7.6,"Dropout"
"3475",1,NA,9119,1,1,132,1,119.1,0,0,0,0,0,5,0,5,0,9.4,"Dropout"
"3476",1,1,9085,1,1,131,1,NA,1,0,0,0,0,6,6,6,5,15.5,"Graduate"
"3477",1,1,9003,NA,1,147,1,NA,NA,0,1,0,1,18,18,NA,NA,15.5,"Graduate"
"3478",1,NA,9991,0,1,141,1,131.9,0,0,0,0,0,10,6,10,NA,9.4,"Dropout"
"3479",1,1,9238,1,1,160,1,124,0,0,1,1,0,8,7,6,1,NA,"Enrolled"
"3480",1,1,9254,1,1,135,1,139.2,NA,0,0,1,NA,NA,6,6,6,12.4,"Graduate"
"3481",NA,1,9500,1,1,133,1,121.8,0,NA,0,1,1,8,8,8,8,9.4,"Graduate"
"3482",1,1,171,1,1,142,1,132.9,0,0,0,1,0,0,0,0,0,12.7,"Graduate"
"3483",1,1,9003,NA,39,130,1,130,0,NA,NA,1,NA,6,NA,6,NA,NA,"Dropout"
"3484",2,1,NA,1,1,133.1,1,130.1,0,0,0,1,0,7,NA,7,5,11.1,"Dropout"
"3485",1,1,9500,1,1,NA,1,124.5,0,0,0,1,0,7,5,7,4,11.1,"Dropout"
"3486",NA,1,NA,1,1,130,1,NA,0,0,0,1,0,6,3,6,5,13.9,"Dropout"
"3487",1,2,9500,1,1,149,NA,137.8,1,0,0,1,0,8,7,8,7,12.7,"Graduate"
"3488",1,1,9670,1,1,130,NA,119.5,0,0,0,1,0,5,NA,6,0,9.4,"Dropout"
"3489",1,1,9130,1,1,150,1,110,0,0,1,1,NA,5,2,5,3,NA,"Dropout"
"3490",1,1,9238,1,1,106,1,105,0,0,0,1,0,6,5,6,5,NA,"Graduate"
"3491",1,1,171,1,1,162,1,142.8,1,0,0,1,0,0,0,0,0,12.7,"Dropout"
"3492",2,NA,9991,0,1,120,1,NA,1,0,NA,1,NA,5,0,5,0,7.6,"Dropout"
"3493",NA,1,9991,0,19,133.1,1,120,0,0,0,1,0,5,0,5,1,12.7,"Dropout"
"3494",1,1,9119,1,3,130,1,NA,0,0,0,1,0,5,0,5,0,12.7,"Dropout"
"3495",1,2,9670,1,1,128,1,121.7,0,0,0,NA,1,5,5,5,4,9.4,"Graduate"
"3496",1,NA,9003,1,1,124,1,116,0,0,0,1,0,6,6,6,6,16.2,"Graduate"
"3497",2,1,9991,0,1,NA,1,133.2,0,0,0,1,0,5,2,5,3,13.9,"Dropout"
"3498",2,1,9991,0,1,114,1,116.7,0,0,0,NA,0,5,4,5,4,16.2,"Dropout"
"3499",1,2,9773,1,1,140,1,126.4,1,0,0,1,1,6,6,6,6,12.7,"Graduate"
"3500",1,1,9003,1,1,NA,1,140,0,0,0,1,0,6,0,6,0,11.1,"Enrolled"
"3501",1,1,9147,1,1,122,1,120.3,1,0,NA,NA,1,5,5,5,5,8.9,"Dropout"
"3502",1,1,9070,1,1,140,1,118,NA,0,1,1,1,6,6,6,0,16.2,"Dropout"
"3503",NA,1,9670,1,1,NA,1,149.5,1,0,0,1,0,6,6,6,NA,13.9,"Graduate"
"3504",1,1,9003,1,39,NA,1,130,0,0,0,1,1,6,6,6,4,NA,"Graduate"
"3505",1,1,9670,1,1,141,1,126.3,0,0,0,1,1,6,6,6,NA,13.9,"Graduate"
"3506",1,3,9147,1,1,127,1,116.2,0,0,0,1,0,5,0,5,0,9.4,"Dropout"
"3507",1,1,9254,1,1,126,1,126,NA,0,0,NA,0,6,0,6,0,NA,"Dropout"
"3508",1,NA,9670,1,1,131,1,122.3,0,0,0,1,0,5,5,5,5,9.4,"Graduate"
"3509",1,1,9147,1,1,130,1,119.5,1,0,0,1,1,NA,4,NA,NA,12.4,"Enrolled"
"3510",1,1,9070,1,39,130,NA,131.8,0,0,0,1,1,7,7,9,8,12.4,"Graduate"
"3511",1,6,9500,1,1,140,1,130.7,1,0,0,1,NA,NA,7,8,8,11.1,"Dropout"
"3512",1,1,9130,1,NA,140,1,140,0,0,0,1,0,NA,5,6,2,13.9,"Enrolled"
"3513",1,1,171,1,1,140,1,129.5,1,0,0,1,0,0,0,0,0,10.8,"Dropout"
"3514",4,1,9670,1,19,133.1,1,130,NA,0,1,1,1,6,1,NA,NA,11.1,"Dropout"
"3515",1,1,9670,1,1,120,NA,114,1,0,0,NA,NA,5,3,5,4,NA,"Dropout"
"3516",1,1,9773,1,1,121,1,121,NA,0,NA,1,0,6,1,6,4,9.4,"Enrolled"
"3517",1,1,171,NA,1,123,NA,116.4,1,0,1,1,0,0,0,0,0,10.8,"Dropout"
"3518",1,1,9119,1,1,136,1,121.7,1,0,0,1,0,5,0,5,1,7.6,"Dropout"
"3519",2,1,9254,1,1,NA,1,130,1,0,0,1,0,6,4,6,2,NA,"Dropout"
"3520",1,1,9991,NA,1,NA,1,120,1,0,NA,1,0,10,7,10,6,10.8,"Dropout"
"3521",1,1,9991,0,4,NA,1,125,0,0,0,1,0,5,5,5,5,13.9,"Graduate"
"3522",1,1,171,NA,1,125,1,NA,1,0,0,1,0,NA,13,17,12,11.1,"Dropout"
"3523",NA,1,9670,NA,1,146,1,149.5,1,0,0,1,1,6,6,6,6,NA,"Graduate"
"3524",NA,4,9670,NA,1,117,1,113.2,0,0,0,1,0,5,2,5,3,9.4,"Enrolled"
"3525",2,1,9991,0,1,150,1,146,0,0,0,1,0,5,5,5,5,12.7,"Enrolled"
"3526",NA,1,9003,1,NA,NA,1,140,1,0,0,1,0,6,6,6,6,12.4,"Graduate"
"3527",NA,1,9003,1,1,111,1,162.4,0,0,1,1,0,12,NA,7,NA,8.9,"Dropout"
"3528",1,1,9500,1,1,120,1,136.6,NA,0,0,NA,0,7,5,7,NA,13.9,"Dropout"
"3529",1,3,9119,NA,1,NA,1,111,1,0,0,NA,0,5,4,5,3,12.4,"Dropout"
"3530",1,1,NA,1,1,118,1,115.7,0,0,NA,1,0,7,5,NA,7,13.9,"Enrolled"
"3531",1,3,9670,1,1,106,1,NA,1,0,0,1,0,6,6,NA,5,NA,"Graduate"
"3532",1,1,9003,1,39,120,1,128.2,1,0,0,1,0,9,8,10,9,16.2,"Enrolled"
"3533",1,1,9147,1,1,151,1,137,1,0,0,1,0,5,5,5,5,8.9,"Graduate"
"3534",2,NA,9254,1,19,133.1,1,120,0,0,1,1,0,6,NA,6,0,9.4,"Dropout"
"3535",1,1,NA,0,1,120,1,NA,1,0,0,1,NA,5,2,NA,0,7.6,"Dropout"
"3536",1,NA,9991,0,39,120,1,118.1,0,0,0,1,0,15,13,13,9,8.9,"Dropout"
"3537",1,1,9991,0,1,110,1,NA,0,0,0,1,0,5,0,5,0,NA,"Dropout"
"3538",1,2,9147,1,19,133.1,1,116.3,0,0,0,1,0,5,0,5,0,10.8,"Dropout"
"3539",1,5,NA,1,1,118,1,120.5,NA,0,0,1,0,6,4,6,4,NA,"Dropout"
"3540",NA,1,NA,1,1,139,1,134.9,1,0,0,1,0,6,6,6,6,16.2,"Graduate"
"3541",1,1,9119,1,1,130,1,123,0,0,0,1,0,NA,1,NA,NA,9.4,"Dropout"
"3542",1,1,9670,1,1,132,1,NA,NA,0,NA,1,0,6,6,6,2,NA,"Dropout"
"3543",1,1,9991,0,1,100,NA,140,0,0,0,1,0,NA,4,5,4,15.5,"Enrolled"
"3544",1,1,9085,1,1,NA,1,122.5,0,0,0,1,0,6,5,6,5,11.1,"Enrolled"
"3545",1,NA,9991,0,12,133.1,1,NA,0,0,0,1,0,5,2,5,3,NA,"Enrolled"
"3546",1,3,9500,1,1,156,1,132.3,1,0,NA,1,1,7,6,7,6,7.6,"Graduate"
"3547",1,NA,9500,1,1,143,NA,NA,1,0,0,1,1,7,7,8,8,13.9,"Graduate"
"3548",2,1,9130,1,9,133.1,NA,128.2,0,NA,0,1,0,5,0,5,0,7.6,"Dropout"
"3549",1,1,9670,1,1,140,1,NA,1,0,0,1,0,6,0,6,NA,12.7,"Dropout"
"3550",1,1,9500,1,1,NA,1,121.5,NA,0,0,1,0,7,6,7,6,NA,"Graduate"
"3551",NA,1,9500,1,1,135,1,NA,1,0,0,1,0,7,6,8,5,11.1,"Enrolled"
"3552",1,1,9238,1,19,133.1,1,139,0,0,1,1,0,6,0,5,NA,16.2,"Dropout"
"3553",1,1,9147,1,1,120,1,113.4,0,NA,0,1,0,5,3,5,3,12.7,"Dropout"
"3554",1,1,9119,1,39,150,1,NA,1,0,1,1,0,5,5,5,5,12.4,"Dropout"
"3555",1,1,9670,1,1,123,1,122,NA,0,1,1,0,6,6,6,5,8.9,"Enrolled"
"3556",1,NA,9085,1,39,150,1,150,1,0,0,1,0,6,6,6,6,16.2,"Graduate"
"3557",1,1,9254,1,12,NA,1,119.3,1,0,0,1,0,6,6,6,4,9.4,"Enrolled"
"3558",1,1,9003,1,1,NA,1,140,0,0,0,1,0,6,0,6,0,13.9,"Dropout"
"3559",1,4,9070,1,1,140,1,125,1,0,0,1,0,6,6,6,NA,9.4,"Enrolled"
"3560",1,1,9670,1,1,NA,1,140.7,1,0,NA,1,0,5,5,NA,4,7.6,"Graduate"
"3561",2,1,9500,1,19,NA,NA,100,0,0,0,1,0,7,5,7,0,16.2,"Enrolled"
"3562",NA,5,9773,1,1,146,1,146.7,1,0,NA,1,0,6,6,6,6,7.6,"Graduate"
"3563",1,1,9130,NA,NA,133.1,1,96,0,0,0,1,0,5,NA,5,0,7.6,"Dropout"
"3564",1,1,9119,1,39,160,1,NA,0,0,1,1,0,6,2,7,2,8.9,"Dropout"
"3565",1,NA,9119,1,NA,NA,1,130,0,0,1,1,NA,5,0,5,0,15.5,"Dropout"
"3566",2,1,9991,0,1,160,1,130,0,0,0,1,1,5,3,5,3,NA,"Dropout"
"3567",2,1,9070,1,2,140,1,140,1,0,0,1,0,NA,18,18,18,16.2,"Graduate"
"3568",1,6,9119,1,1,126,1,NA,1,0,0,1,1,5,5,5,5,8.9,"Graduate"
"3569",1,5,9119,1,1,118,NA,120.5,NA,0,0,1,0,NA,NA,5,5,12.4,"Graduate"
"3570",1,1,9085,1,19,133.1,1,103,0,0,0,1,NA,6,0,6,0,10.8,"Dropout"
"3571",1,2,9070,1,1,121,NA,111.9,1,0,0,1,0,6,5,NA,4,8.9,"Graduate"
"3572",1,1,9119,1,NA,148,1,148.7,0,0,0,1,0,5,5,5,5,NA,"Graduate"
"3573",NA,1,9991,0,12,133.1,1,120,0,0,0,1,0,NA,7,11,5,10.8,"Dropout"
"3574",NA,2,NA,1,1,140,1,125.7,1,NA,0,1,0,5,0,5,NA,NA,"Enrolled"
"3575",1,1,9254,1,1,132,1,120.1,1,NA,NA,1,1,6,6,6,6,8.9,"Graduate"
"3576",1,1,9130,1,NA,140,1,127.8,0,NA,0,1,0,6,6,6,6,11.1,"Graduate"
"3577",1,3,9147,1,1,112,1,NA,1,0,0,1,0,5,5,NA,4,12.4,"Graduate"
"3578",1,1,NA,1,1,100,1,100,0,0,NA,1,0,8,2,8,NA,12.7,"Dropout"
"3579",1,4,NA,1,1,126,1,123.9,1,NA,0,NA,0,NA,0,6,0,NA,"Dropout"
"3580",1,1,NA,1,1,150,1,139.5,0,NA,0,1,1,6,6,6,6,12.7,"Graduate"
"3581",1,1,9003,1,39,150,1,NA,1,0,0,1,0,6,5,6,5,13.9,"Graduate"
"3582",2,1,9556,NA,1,144,1,139.8,0,0,1,1,0,7,NA,8,7,NA,"Graduate"
"3583",1,1,9991,0,1,133.1,1,154.4,0,0,0,1,0,5,0,5,0,10.8,"Dropout"
"3584",1,6,9147,NA,1,120,1,115.5,1,0,1,1,0,NA,4,5,5,8.9,"Enrolled"
"3585",1,1,8014,0,1,133.1,1,119,0,0,NA,1,0,9,9,7,7,8.9,"Graduate"
"3586",1,1,33,NA,NA,133.1,1,NA,NA,0,0,1,0,7,2,7,2,12.4,"Dropout"
"3587",1,1,171,1,3,130,1,130,0,0,0,1,0,0,0,0,0,NA,"Dropout"
"3588",1,1,9070,1,1,133,1,128.8,0,0,0,1,NA,12,NA,12,12,10.8,"Graduate"
"3589",1,1,9773,1,1,124,1,NA,0,0,0,1,1,6,5,6,4,13.9,"Graduate"
"3590",1,1,9991,NA,40,130,1,130,NA,NA,0,1,0,5,0,5,0,8.9,"Dropout"
"3591",1,3,9147,1,1,124,1,116.7,1,NA,0,1,0,5,0,5,0,7.6,"Enrolled"
"3592",1,3,NA,1,1,132,1,125.5,1,0,0,1,0,8,7,8,7,10.8,"Enrolled"
"3593",1,1,9670,1,3,110,1,NA,1,0,NA,NA,0,12,9,11,6,9.4,"Dropout"
"3594",1,3,9773,1,1,127,NA,133.7,1,0,1,NA,0,6,6,6,5,12.7,"Dropout"
"3595",1,1,9130,1,1,130,1,117.6,0,0,0,1,0,5,2,5,5,9.4,"Enrolled"
"3596",1,1,9003,1,39,140,1,140,0,0,0,1,0,6,NA,6,1,13.9,"Dropout"
"3597",1,1,9003,1,39,150,1,NA,0,0,0,1,0,6,3,6,3,15.5,"Enrolled"
"3598",1,2,9238,1,1,133,1,NA,1,NA,0,NA,0,6,6,6,6,10.8,"Graduate"
"3599",1,4,NA,1,1,109,1,137,1,0,NA,0,1,NA,6,6,5,10.8,"Graduate"
"3600",1,1,9147,1,1,133.1,1,128.2,0,0,NA,0,0,11,11,6,6,9.4,"Dropout"
"3601",1,4,171,NA,1,133,1,129.2,1,0,1,1,0,0,0,NA,0,9.4,"Dropout"
"3602",NA,3,9773,1,1,134,1,129.5,1,0,0,1,0,6,NA,6,6,16.2,"Graduate"
"3603",1,4,9773,1,1,125,1,NA,1,NA,0,1,0,6,6,6,6,12.4,"Graduate"
"3604",1,3,9119,NA,1,135,1,121.7,1,NA,0,NA,0,5,5,5,3,8.9,"Enrolled"
"3605",1,2,9773,1,1,132,1,141.8,1,0,0,1,0,6,6,6,6,12.7,"Graduate"
"3606",1,3,NA,1,1,135,1,129.8,1,0,0,1,NA,NA,5,6,3,15.5,"Graduate"
"3607",1,1,9070,1,39,100,1,106,0,0,0,1,0,7,5,9,5,12.4,"Dropout"
"3608",1,1,171,1,1,144,1,121.6,0,0,0,1,0,0,0,0,0,13.9,"Enrolled"
"3609",1,NA,9119,1,1,125,1,121.5,1,0,0,1,0,5,5,5,5,11.1,"Dropout"
"3610",1,1,171,NA,1,133.1,1,117,NA,0,1,1,0,0,0,0,0,15.5,"Enrolled"
"3611",1,1,9119,1,39,130,1,130,1,0,0,1,0,NA,2,5,3,12.4,"Enrolled"
"3612",1,1,9670,1,1,117,1,117.7,1,0,0,1,0,6,6,6,6,8.9,"Graduate"
"3613",1,1,9085,1,39,140,1,140,1,0,0,1,0,6,4,6,2,NA,"Dropout"
"3614",1,NA,9119,1,1,NA,1,133.1,1,0,0,1,NA,5,3,6,2,NA,"Dropout"
"3615",1,1,NA,1,1,133.1,41,100,0,0,1,NA,0,8,7,6,NA,8.9,"Enrolled"
"3616",1,NA,9670,1,1,132,NA,119.1,0,0,1,NA,NA,6,NA,6,NA,10.8,"Dropout"
"3617",1,NA,9119,1,1,148,1,129.8,0,NA,0,NA,1,5,NA,5,5,NA,"Enrolled"
