"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
1,2,9119,1,1,140,NA,125.7,1,0,0,1,0,5,0,5,0,NA,"Enrolled"
NA,1,9254,1,1,NA,1,120.1,1,0,0,1,1,6,6,6,6,8.9,"Graduate"
1,1,9130,1,1,140,1,127.8,NA,0,NA,1,0,6,6,6,6,11.1,"Graduate"
1,3,9147,1,1,112,1,106.4,1,0,0,1,0,5,5,5,4,12.4,"Graduate"
1,1,9500,1,1,100,1,100,NA,0,1,NA,NA,8,2,8,2,12.7,"Dropout"
1,4,9085,1,1,126,NA,123.9,1,0,0,1,0,6,0,6,0,10.8,"Dropout"
1,1,9670,1,1,150,1,139.5,0,0,0,1,NA,6,6,6,6,NA,"Graduate"
1,1,9003,1,39,150,1,150,1,0,0,1,0,6,5,6,5,13.9,"Graduate"
2,1,NA,1,1,144,1,139.8,0,0,1,1,0,7,7,8,7,10.8,"Graduate"
1,1,9991,0,1,133.1,1,154.4,0,0,NA,1,0,5,0,NA,0,10.8,"Dropout"
1,6,9147,1,1,120,1,115.5,NA,0,1,1,0,5,4,5,5,8.9,"Enrolled"
1,1,NA,0,1,133.1,1,119,0,0,0,1,0,9,9,7,7,8.9,"Graduate"
1,NA,33,1,1,133.1,1,96.1,0,NA,0,1,0,7,2,7,2,12.4,"Dropout"
1,1,171,NA,3,130,1,130,0,0,0,1,0,0,0,0,0,NA,"Dropout"
1,NA,9070,NA,1,133,1,128.8,0,0,0,1,0,NA,12,12,12,10.8,"Graduate"
1,1,9773,1,1,124,1,126.8,NA,0,0,1,1,6,5,6,4,NA,"Graduate"
1,1,9991,0,NA,130,1,130,0,0,0,1,0,NA,0,5,0,8.9,"Dropout"
1,3,9147,1,1,NA,1,116.7,1,0,0,1,0,5,0,5,NA,7.6,"Enrolled"
1,3,9500,1,1,132,1,125.5,1,NA,0,NA,0,8,7,NA,NA,10.8,"Enrolled"
1,1,9670,1,3,110,1,110,1,0,0,1,0,12,9,11,6,9.4,"Dropout"
1,3,9773,1,NA,127,1,133.7,NA,0,1,1,0,6,6,6,5,12.7,"Dropout"
1,1,9130,1,1,130,1,117.6,0,0,0,1,0,5,2,5,5,9.4,"Enrolled"
1,1,9003,NA,39,140,1,140,0,0,0,1,0,6,3,6,1,13.9,"Dropout"
1,1,9003,1,39,150,1,150,0,0,0,1,0,6,3,6,NA,15.5,"Enrolled"
1,2,9238,1,1,133,1,NA,1,0,0,0,0,6,6,6,6,10.8,"Graduate"
NA,4,9773,1,1,NA,NA,137,1,0,0,0,1,6,6,6,5,10.8,"Graduate"
NA,1,9147,NA,1,133.1,1,128.2,NA,0,0,NA,0,11,NA,6,6,9.4,"Dropout"
1,4,171,1,1,133,1,129.2,1,NA,1,1,0,0,NA,0,0,9.4,"Dropout"
1,3,9773,NA,1,134,1,129.5,1,0,0,1,0,6,6,6,6,16.2,"Graduate"
1,NA,9773,1,1,125,NA,129.6,1,0,0,1,0,6,6,6,6,12.4,"Graduate"
1,3,9119,1,1,135,1,121.7,1,0,0,1,0,5,5,5,3,NA,"Enrolled"
1,2,9773,1,1,132,1,141.8,1,0,0,1,0,6,6,6,6,12.7,"Graduate"
1,3,NA,1,1,135,1,129.8,NA,0,0,1,0,6,5,6,3,15.5,"Graduate"
1,1,9070,1,39,100,1,106,0,0,0,NA,0,7,NA,9,5,12.4,"Dropout"
NA,1,171,1,1,144,1,121.6,0,0,NA,1,0,0,0,0,0,13.9,"Enrolled"
NA,1,9119,1,1,125,1,121.5,1,0,0,1,0,5,5,5,5,NA,"Dropout"
1,1,171,1,1,133.1,1,117,NA,0,1,1,0,0,0,0,0,NA,"Enrolled"
1,1,9119,1,39,130,1,130,NA,0,0,1,NA,5,2,5,3,12.4,"Enrolled"
1,1,NA,1,1,117,1,NA,NA,0,0,1,0,6,6,6,6,8.9,"Graduate"
1,1,9085,1,39,140,1,140,1,0,0,1,0,6,4,6,2,12.4,"Dropout"
1,1,NA,1,1,NA,1,NA,1,0,0,NA,NA,5,3,NA,2,11.1,"Dropout"
1,1,9119,1,1,133.1,NA,100,0,NA,1,1,0,8,7,6,6,8.9,"Enrolled"
1,1,9670,1,1,NA,1,119.1,NA,NA,1,1,0,6,3,6,NA,10.8,"Dropout"
1,NA,9119,1,1,148,1,129.8,0,NA,0,1,1,5,5,5,5,8.9,"Enrolled"
1,NA,9238,1,1,133,1,NA,1,0,1,0,0,6,5,6,5,8.9,"Dropout"
1,5,NA,1,1,143,1,136.7,1,0,0,0,0,6,6,6,6,8.9,"Graduate"
1,1,NA,1,NA,143,1,126.2,1,0,NA,0,1,6,6,NA,6,12.4,"Graduate"
1,1,9085,1,NA,NA,41,109.6,0,NA,0,0,0,6,4,6,5,NA,"Dropout"
NA,1,9500,1,1,141,1,131.9,1,0,0,0,1,7,NA,8,8,NA,"Graduate"
1,2,9238,1,1,140,1,140.7,1,0,0,0,1,6,6,6,6,10.8,"Graduate"
1,6,8014,0,1,NA,1,120.7,1,0,0,NA,0,6,4,6,0,13.9,"Dropout"
1,2,9147,1,1,118,1,113.8,NA,0,0,0,0,5,3,5,4,8.9,"Graduate"
NA,1,9238,1,1,135,1,121,NA,0,0,0,NA,6,1,6,1,9.4,"Enrolled"
1,1,8014,0,1,119,1,112.4,1,0,0,0,0,7,7,NA,2,7.6,"Dropout"
1,6,9773,1,1,145,1,131,1,0,0,0,1,6,6,NA,5,7.6,"Enrolled"
1,1,171,1,1,143,1,142.7,NA,0,0,NA,0,0,0,0,0,NA,"Dropout"
NA,NA,9670,1,1,123,NA,125.5,0,0,0,0,1,6,6,6,6,8.9,"Graduate"
1,NA,9500,1,1,108,1,107.8,1,0,0,0,1,7,6,8,7,13.9,"Graduate"
1,3,9773,1,1,NA,NA,110.4,1,0,1,0,0,6,6,NA,2,NA,"Dropout"
1,1,9238,1,39,140,NA,136.1,1,NA,1,0,0,6,3,6,2,12.4,"Enrolled"
1,1,9254,1,1,170,1,138.3,NA,0,0,0,0,10,9,9,7,NA,"Graduate"
1,2,9085,1,1,157,1,142.3,0,0,0,0,0,5,4,5,4,7.6,"Graduate"
1,1,9500,1,6,141,1,145,0,0,0,0,0,21,18,21,18,7.6,"Graduate"
1,1,9773,1,1,125,1,125.7,1,0,0,0,0,6,6,6,6,8.9,"Graduate"
4,1,9853,1,NA,133.1,1,108,0,0,1,0,0,7,7,7,6,8.9,"Enrolled"
NA,4,9500,1,NA,143,1,128.7,1,0,0,0,0,7,7,8,8,15.5,"Graduate"
1,1,9670,1,1,NA,1,NA,0,0,0,0,1,NA,6,6,6,11.1,"Graduate"
1,3,9773,1,1,150,1,146.5,1,0,0,0,1,6,6,6,6,11.1,"Graduate"
1,2,9254,1,1,112,1,NA,1,0,0,0,0,6,0,6,NA,11.1,"Dropout"
1,2,8014,0,1,133.1,NA,118,0,0,0,0,1,6,6,6,5,10.8,"Graduate"
1,1,9085,1,1,125,NA,117,1,0,0,0,1,5,4,5,5,10.8,"Graduate"
1,3,9238,NA,1,121,1,115.4,1,0,0,0,NA,6,6,NA,6,13.9,"Graduate"
1,3,9238,1,1,133.1,1,117,1,0,0,0,0,6,NA,6,6,11.1,"Graduate"
1,1,9085,1,1,133.1,NA,NA,1,0,0,0,0,6,3,6,4,12.4,"Enrolled"
1,1,9238,1,1,135,1,NA,0,0,0,0,NA,6,0,6,0,16.2,"Dropout"
1,4,9500,1,1,132,NA,118,NA,0,0,NA,0,8,7,8,7,12.7,"Graduate"
NA,1,9853,NA,NA,133.1,1,118,0,0,0,0,0,NA,6,7,1,12.4,"Dropout"
1,1,9070,1,1,135,1,126.4,1,0,0,0,1,12,12,12,11,15.5,"Graduate"
1,NA,NA,1,39,110,1,110,0,NA,0,0,0,6,5,NA,4,16.2,"Enrolled"
1,1,9556,1,1,133,1,124.4,1,0,0,0,1,7,7,8,8,15.5,"Graduate"
1,1,9085,1,39,140,1,140,1,NA,0,0,0,6,6,6,5,16.2,"Enrolled"
1,1,9773,1,NA,135,1,129.4,1,0,0,NA,0,6,6,6,6,11.1,"Graduate"
1,1,NA,1,39,140,1,141.7,0,NA,0,0,1,6,6,6,6,13.9,"Graduate"
1,2,9085,1,1,144,1,132.1,1,NA,0,0,1,5,3,5,3,12.7,"Graduate"
NA,5,9500,1,1,122,1,116.8,1,0,0,0,0,7,6,8,7,13.9,"Graduate"
1,1,9991,0,1,143,1,135,0,NA,0,0,1,5,5,5,5,10.8,"Graduate"
1,1,NA,1,39,150,1,150,0,0,0,0,0,5,2,NA,4,12.7,"Enrolled"
1,3,9238,1,1,124,1,NA,1,0,1,0,0,6,0,5,NA,13.9,"Dropout"
1,1,9773,1,1,156,1,155,0,0,0,0,0,6,NA,6,6,8.9,"Graduate"
1,1,9085,NA,1,142,1,NA,1,NA,0,0,0,5,3,5,5,10.8,"Graduate"
NA,1,9500,1,NA,142,1,130.8,1,0,0,0,1,7,6,8,7,13.9,"Graduate"
1,6,9500,1,1,126,1,121.8,1,0,0,0,0,7,6,8,NA,12.4,"Dropout"
NA,1,9003,1,19,133.1,1,140,0,0,0,1,0,6,6,6,5,16.2,"Enrolled"
2,1,9070,1,1,170,1,148.5,0,0,0,NA,0,10,8,7,5,NA,"Dropout"
1,1,9147,1,1,130,1,109.8,1,0,0,1,0,3,0,2,0,7.6,"Dropout"
1,1,9238,1,1,133,41,NA,1,0,1,0,1,6,6,6,6,NA,"Graduate"
1,1,9500,1,1,122,1,NA,1,0,0,0,0,8,6,8,NA,12.7,"Graduate"
1,1,171,1,1,138,1,147.5,1,0,0,0,1,12,12,11,11,8.9,"Graduate"
1,1,9085,1,1,163,14,150.8,1,0,0,0,0,6,6,6,NA,15.5,"Graduate"
1,1,9085,1,39,150,NA,NA,1,NA,0,0,0,6,6,NA,6,13.9,"Graduate"
1,1,8014,0,19,133.1,1,131.5,0,0,1,0,NA,NA,NA,6,4,11.1,"Graduate"
1,1,9070,1,1,144,1,NA,1,0,0,0,1,6,6,NA,6,10.8,"Graduate"
1,1,9070,1,1,118,NA,111,1,0,0,0,0,6,6,6,6,7.6,"Graduate"
1,NA,9238,1,1,101,24,119.9,1,NA,1,0,NA,11,9,NA,4,9.4,"Graduate"
NA,2,9773,1,NA,133,1,133.7,1,0,0,0,0,6,NA,5,0,7.6,"Dropout"
NA,1,9670,1,1,133.1,1,140,1,0,0,0,0,6,6,6,6,13.9,"Graduate"
1,2,9853,1,1,124,1,113.9,NA,0,0,NA,1,6,6,6,6,NA,"Graduate"
1,1,171,1,1,127,1,120.7,1,0,1,1,0,0,0,0,0,7.6,"Dropout"
5,1,9147,1,1,133.1,1,119.8,NA,0,0,1,NA,5,NA,5,5,11.1,"Enrolled"
1,1,9991,0,1,110,1,121.8,0,0,NA,1,NA,5,0,5,0,12.7,"Dropout"
NA,1,NA,1,1,NA,1,117.7,1,0,1,1,1,0,0,0,0,12.4,"Graduate"
2,1,9147,1,1,160,1,110,NA,0,0,1,0,5,2,NA,4,15.5,"Dropout"
1,1,9003,1,1,120,1,134.4,0,0,0,1,0,6,6,6,6,15.5,"Dropout"
1,1,9147,1,1,133.1,1,125.3,0,0,0,1,0,15,11,NA,11,7.6,"Dropout"
1,1,9147,1,1,132,1,119.1,0,0,0,1,0,NA,1,5,0,13.9,"Dropout"
5,1,9238,1,NA,130,1,146,0,0,0,1,0,6,5,6,4,12.4,"Graduate"
1,1,9130,1,1,130,1,130,1,0,0,1,0,5,1,5,3,9.4,"Enrolled"
1,6,NA,1,1,129,1,122,1,0,0,1,0,5,NA,NA,4,9.4,"Graduate"
1,5,9119,1,1,130,1,118.1,1,0,1,1,0,5,1,5,1,8.9,"Dropout"
1,1,9670,1,1,140,1,105.2,0,0,0,1,0,6,1,6,0,16.2,"Dropout"
1,5,9119,1,1,131,1,123.3,1,0,0,1,1,5,5,5,2,8.9,"Dropout"
1,1,171,1,NA,129,1,124.8,1,0,0,1,0,0,0,0,0,12.7,"Dropout"
1,1,9991,0,19,133.1,1,149.4,0,0,0,1,0,5,2,5,1,11.1,"Dropout"
1,1,NA,1,1,112,1,108.5,0,NA,0,1,NA,6,6,6,5,9.4,"Graduate"
1,1,9254,1,1,119,1,125,0,NA,0,1,0,6,5,NA,2,10.8,"Enrolled"
1,1,9500,1,1,133.1,1,101,0,NA,NA,1,0,7,5,8,7,15.5,"Graduate"
1,1,9085,1,1,NA,1,112.9,0,0,0,1,0,5,0,5,0,7.6,"Dropout"
1,3,9070,1,1,131,1,120.2,1,NA,0,1,0,6,6,6,5,15.5,"Enrolled"
1,1,9147,1,1,120,1,111.6,0,0,1,1,1,5,5,5,3,10.8,"Enrolled"
1,1,9147,1,1,125,1,134.1,1,0,0,1,0,5,0,5,0,8.9,"Dropout"
1,1,9119,1,1,133.1,1,101.6,0,0,0,1,1,NA,0,5,0,12.7,"Dropout"
NA,2,NA,1,1,121,1,111.9,1,0,0,1,0,6,6,NA,6,13.9,"Graduate"
1,1,9147,1,1,148,1,118.4,1,0,0,NA,0,5,5,5,4,8.9,"Dropout"
NA,1,9147,1,1,NA,1,127.1,NA,0,NA,1,1,5,5,5,4,12.7,"Graduate"
1,3,171,1,1,125,1,120.5,1,0,0,1,0,0,0,0,0,12.4,"Graduate"
1,4,9070,1,1,128,NA,136.1,1,0,1,1,0,6,NA,6,5,11.1,"Dropout"
1,2,9670,1,1,NA,1,124,1,0,0,1,0,5,3,5,4,7.6,"Dropout"
1,4,9085,1,1,137,1,141.6,0,0,0,1,0,5,4,5,NA,7.6,"Graduate"
1,NA,171,1,NA,160,1,NA,1,0,1,1,1,0,NA,0,0,15.5,"Dropout"
1,1,9147,1,1,120,1,110,0,0,NA,1,0,5,3,5,3,15.5,"Dropout"
1,1,33,1,1,NA,NA,100,1,0,0,1,0,7,0,7,0,13.9,"Dropout"
1,1,9670,1,12,133.1,1,120,NA,0,1,1,0,6,0,6,0,15.5,"Dropout"
1,NA,9147,1,1,116,1,124.8,1,0,0,1,0,5,2,5,2,7.6,"Enrolled"
1,1,NA,1,39,140,1,140,1,0,0,1,0,5,NA,5,2,12.7,"Dropout"
1,3,171,1,1,140,1,124.3,1,0,0,1,0,0,0,0,0,7.6,"Graduate"
1,1,9147,1,1,122,1,118.9,NA,0,0,1,0,5,2,5,0,12.7,"Dropout"
1,1,9670,1,1,141,1,130.2,NA,0,0,1,0,6,6,6,0,12.7,"Dropout"
1,1,9003,1,1,120,1,NA,0,0,0,1,0,6,1,6,0,16.2,"Enrolled"
5,1,9070,1,3,140,1,140,0,0,0,1,0,6,1,6,0,15.5,"Dropout"
1,1,9003,1,12,133.1,1,130,0,0,0,1,0,6,0,6,0,15.5,"Dropout"
1,2,NA,1,1,137,1,130.4,1,0,1,NA,0,NA,1,5,3,7.6,"Dropout"
1,2,9670,1,1,122,1,116.1,NA,0,NA,1,NA,5,4,5,5,9.4,"Dropout"
1,1,9003,1,NA,130,1,130,0,0,0,1,0,10,5,7,6,15.5,"Dropout"
1,2,9991,0,1,140,1,124.3,1,0,0,NA,0,5,0,NA,0,12.7,"Dropout"
NA,6,9670,1,NA,125,1,125,1,NA,0,1,0,6,4,6,5,10.8,"Graduate"
1,1,8014,0,NA,110,NA,110,0,0,0,1,0,12,11,11,10,11.1,"Graduate"
1,1,9003,1,1,133.1,NA,115,0,0,1,1,NA,12,12,12,12,15.5,"Graduate"
NA,1,9500,1,1,132,1,129.6,0,1,0,1,0,7,6,8,7,NA,"Graduate"
1,1,9070,1,1,122,1,128.8,1,0,0,1,0,12,5,12,4,8.9,"Dropout"
1,3,171,1,1,155,1,144.2,1,0,0,1,0,0,0,NA,0,NA,"Graduate"
2,1,9238,1,1,120,1,134,0,0,0,1,1,6,6,NA,NA,8.9,"Dropout"
1,1,9147,1,1,NA,1,112,0,0,0,1,0,9,5,9,7,12.7,"Dropout"
1,2,NA,1,1,144,1,128.8,1,0,0,NA,0,7,6,7,6,7.6,"Graduate"
1,1,9119,1,1,130,1,134,0,0,0,1,1,5,5,5,4,12.7,"Enrolled"
1,1,9254,1,1,NA,1,125,0,0,0,1,0,6,5,6,2,12.7,"Enrolled"
1,4,9119,1,1,133,1,123.2,1,0,0,1,0,5,NA,5,5,8.9,"Graduate"
1,3,9119,1,1,131,1,NA,0,0,0,1,0,5,NA,5,2,7.6,"Dropout"
1,1,9670,1,1,133.1,1,116.2,0,NA,0,NA,0,6,5,6,5,11.1,"Dropout"
1,1,NA,1,1,133.1,1,123,0,0,0,NA,1,5,3,5,5,9.4,"Enrolled"
1,1,9670,1,NA,118,1,113.5,1,0,0,0,1,6,5,6,6,12.4,"Graduate"
1,1,9085,1,40,120,1,125,0,0,0,0,0,6,6,6,4,11.1,"Enrolled"
NA,3,NA,1,1,133.1,1,134.8,1,0,0,0,0,6,0,6,0,7.6,"Dropout"
1,NA,171,1,1,145,1,149.9,1,NA,0,0,0,0,0,0,0,NA,"Graduate"
NA,NA,9500,1,1,125,1,119.8,NA,0,0,0,1,8,NA,8,8,9.4,"Graduate"
1,1,NA,1,1,125,1,125,1,0,0,0,0,5,0,5,4,10.8,"Graduate"
1,3,9500,1,1,148,1,135.1,1,0,1,0,0,7,0,8,0,13.9,"Dropout"
1,4,9070,1,1,139,1,138.3,1,0,0,NA,0,6,6,6,6,9.4,"Graduate"
1,2,9500,1,1,130,1,122.5,1,0,0,0,0,8,7,8,NA,10.8,"Graduate"
1,1,9070,1,1,NA,1,148,1,0,0,0,0,12,10,NA,NA,15.5,"Graduate"
1,2,9773,1,1,130,1,126.2,1,NA,0,0,0,6,6,NA,5,NA,"Graduate"
1,4,9500,1,6,134,1,129.8,NA,0,0,0,0,7,6,7,6,7.6,"Graduate"
1,1,9085,1,19,133.1,1,104,0,0,0,0,0,NA,1,5,NA,10.8,"Dropout"
1,4,9500,1,1,NA,1,NA,1,0,0,0,0,7,7,8,8,13.9,"Dropout"
1,1,8014,0,1,130,1,120,0,0,0,0,0,6,5,6,5,9.4,"Graduate"
1,2,9500,1,1,137,1,124.6,0,0,0,0,0,7,7,8,8,15.5,"Graduate"
1,1,9085,1,1,130,1,130,1,0,0,0,0,6,5,NA,4,12.4,"Enrolled"
1,NA,NA,0,1,140,1,127.3,0,0,0,0,0,5,0,5,0,11.1,"Dropout"
1,1,9147,1,1,150,1,122,1,0,0,0,0,15,13,14,14,9.4,"Graduate"
1,1,9238,1,3,130,1,125.1,0,0,1,0,NA,6,0,NA,0,16.2,"Dropout"
1,1,9085,1,1,133.1,1,NA,NA,0,0,0,1,NA,6,6,6,11.1,"Graduate"
NA,1,9238,1,NA,134,1,129.8,NA,0,0,0,1,6,6,6,6,15.5,"Graduate"
1,1,9238,1,1,125,1,114.9,0,0,0,0,1,6,6,6,5,11.1,"Graduate"
1,1,9500,1,1,141,1,125.6,1,0,0,0,1,7,6,8,6,11.1,"Graduate"
1,NA,9070,1,1,138,1,125.1,1,0,0,0,1,6,6,6,6,15.5,"Graduate"
NA,1,9773,1,1,116,1,NA,1,0,1,0,0,6,3,6,0,12.4,"Dropout"
1,3,NA,NA,1,122,1,112.6,1,NA,0,0,0,6,NA,6,5,7.6,"Enrolled"
1,3,9773,1,1,131,NA,127.2,NA,0,0,0,1,6,6,NA,5,12.4,"Dropout"
1,1,9130,1,39,140,1,140,0,0,0,NA,0,6,NA,6,0,12.7,"Dropout"
1,1,9003,1,39,140,1,140,1,0,0,0,0,6,5,6,5,12.4,"Graduate"
1,4,9238,1,1,127,1,120.4,1,0,0,0,1,6,6,6,6,11.1,"Graduate"
NA,NA,9085,1,19,133.1,1,100,1,0,1,NA,1,6,0,6,0,13.9,"Dropout"
1,1,9238,1,1,117,1,113.5,1,0,NA,0,1,6,6,6,6,11.1,"Graduate"
1,NA,9085,NA,NA,150,1,132.1,1,0,1,0,0,5,4,5,2,12.7,"Dropout"
NA,1,9003,1,39,160,1,NA,1,0,0,0,0,6,6,6,NA,16.2,"Graduate"
1,1,9070,1,1,128,1,126.3,1,0,0,0,0,NA,6,6,6,15.5,"Graduate"
1,1,9085,1,39,160,1,160,1,0,0,0,0,6,4,NA,2,12.4,"Enrolled"
NA,1,9556,1,1,126,1,100,0,0,0,NA,0,7,3,8,3,10.8,"Enrolled"
NA,1,9500,NA,1,135,1,NA,1,0,0,0,0,8,7,8,7,10.8,"Graduate"
1,NA,9070,1,1,139,1,142.2,1,0,0,0,1,6,6,6,6,9.4,"Graduate"
NA,2,9853,1,1,125,1,119.4,1,0,0,0,0,7,7,7,7,12.4,"Graduate"
1,2,9500,1,1,106,1,106.4,1,0,0,0,1,NA,5,7,6,12.4,"Enrolled"
1,NA,8014,0,40,120,1,120,NA,0,0,NA,0,10,4,9,4,8.9,"Dropout"
1,1,9003,1,39,150,1,150,0,0,0,NA,1,6,3,6,3,15.5,"Enrolled"
1,2,171,1,1,130,41,148.6,1,0,0,1,0,0,0,0,0,11.1,"Dropout"
1,NA,9238,1,1,116,1,108.7,1,0,0,1,0,6,5,6,0,11.1,"Dropout"
1,1,9003,1,39,NA,1,130,0,NA,0,NA,0,NA,5,6,6,NA,"Enrolled"
NA,1,9238,1,1,140,1,124.6,1,0,1,1,0,NA,3,6,2,8.9,"Dropout"
1,2,9500,NA,1,134,1,131,1,0,NA,1,0,7,7,8,8,15.5,"Graduate"
1,1,9130,1,39,130,1,130,1,NA,1,NA,0,6,4,6,NA,12.4,"Dropout"
1,1,9119,NA,NA,122,NA,116.1,1,0,1,1,0,5,0,5,0,9.4,"Dropout"
1,1,9773,1,1,128,1,125.6,1,NA,0,1,0,6,0,6,0,8.9,"Dropout"
1,1,9119,1,1,NA,1,121.3,1,NA,0,1,0,5,1,5,2,7.6,"Dropout"
1,3,9119,1,1,113,1,107.4,1,0,0,1,0,5,5,5,NA,NA,"Graduate"
1,1,9254,1,1,126,NA,NA,0,0,NA,1,0,6,NA,6,5,8.9,"Graduate"
1,2,9670,1,1,135,1,123.5,1,NA,0,1,0,6,0,6,NA,16.2,"Dropout"
1,1,9670,1,NA,141,1,130.5,0,0,0,1,0,6,6,6,6,NA,"Graduate"
NA,1,9085,NA,12,133.1,1,140,1,0,1,0,0,6,0,6,0,13.9,"Dropout"
1,1,NA,1,1,133.1,1,117.1,1,NA,0,0,1,6,0,6,0,7.6,"Dropout"
1,NA,9500,NA,1,144,1,NA,1,0,0,0,1,8,7,8,NA,12.7,"Graduate"
4,NA,8014,0,1,140,1,126,0,NA,0,0,1,9,9,7,7,12.7,"Graduate"
1,1,8014,0,10,100,1,113,1,0,0,0,0,9,9,7,7,7.6,"Graduate"
1,1,9147,1,1,135,1,130.1,1,0,0,0,0,5,4,5,2,9.4,"Dropout"
2,1,9991,0,1,130,NA,110,1,0,0,0,0,10,4,10,NA,7.6,"Dropout"
1,3,9070,1,1,147,NA,135.8,1,0,0,0,0,6,6,6,6,9.4,"Graduate"
1,1,8014,NA,19,149,NA,126.3,0,NA,0,0,0,6,6,6,6,7.6,"Graduate"
4,NA,9070,1,NA,130,1,130,0,0,0,0,0,18,NA,18,16,7.6,"Dropout"
2,1,8014,0,1,120,1,104,0,0,0,0,0,6,4,6,5,7.6,"Dropout"
1,1,9500,1,1,NA,1,123.6,1,0,0,NA,1,7,5,7,5,7.6,"Enrolled"
1,1,8014,0,1,133.1,1,121,0,0,1,0,0,NA,4,NA,4,8.9,"Dropout"
1,NA,9238,1,1,149,1,130.5,1,0,0,0,0,11,9,11,9,10.8,"Graduate"
1,1,8014,0,43,180,1,NA,0,0,0,0,0,14,14,11,11,8.9,"Graduate"
1,1,9238,1,1,110,1,112.5,1,0,0,0,0,10,9,7,7,7.6,"Graduate"
1,3,9500,1,1,131,NA,126.1,1,0,0,0,0,7,7,8,7,15.5,"Enrolled"
1,1,9238,1,1,117,1,111.8,1,0,0,1,0,6,NA,6,NA,8.9,"Dropout"
1,1,9003,NA,NA,120,1,131.4,1,0,0,1,1,18,18,13,13,15.5,"Graduate"
1,1,9238,1,1,160,NA,144.3,0,0,0,1,0,6,0,6,0,13.9,"Dropout"
1,1,9254,NA,1,100,NA,NA,0,0,0,1,0,6,0,6,0,11.1,"Dropout"
1,1,9003,1,39,140,1,120,1,0,0,1,0,6,5,6,NA,12.4,"Enrolled"
1,NA,9003,1,1,NA,1,168.6,0,0,0,1,NA,6,0,6,NA,13.9,"Dropout"
1,6,9773,NA,1,141,1,127.7,1,0,0,NA,0,NA,6,6,6,9.4,"Graduate"
1,1,9130,1,39,130,NA,150,0,0,0,1,0,6,4,6,2,11.1,"Dropout"
1,1,9119,1,1,142,1,129.8,1,0,0,NA,0,5,0,5,1,10.8,"Enrolled"
1,1,171,NA,1,NA,1,135.6,NA,0,0,1,0,0,0,0,0,11.1,"Dropout"
1,1,9254,1,19,133.1,1,NA,0,0,0,1,0,6,3,NA,3,16.2,"Dropout"
1,1,9003,1,39,140,1,140,1,0,0,1,1,6,5,6,5,12.4,"Graduate"
1,1,9119,NA,1,129,1,124.1,1,0,0,1,0,5,0,5,1,7.6,"Dropout"
1,1,9085,1,1,148,1,131.6,0,0,0,1,1,6,6,6,4,11.1,"Dropout"
1,3,9500,1,NA,143,1,129,1,0,0,1,0,8,NA,8,7,10.8,"Graduate"
1,1,9670,1,1,128,NA,135.7,1,0,0,1,0,6,5,6,5,10.8,"Enrolled"
1,1,9070,1,1,100,1,108,NA,0,0,1,0,12,7,12,7,7.6,"Enrolled"
1,1,9238,1,1,116,1,110.8,1,0,0,1,0,6,0,6,0,16.2,"Dropout"
1,1,9773,1,1,128,1,124.5,0,0,0,1,1,6,NA,6,6,NA,"Graduate"
2,1,9003,NA,1,NA,1,100,0,0,NA,1,0,NA,3,12,5,15.5,"Dropout"
1,1,9773,1,1,121,1,123.8,0,0,0,1,0,4,0,5,3,10.8,"Dropout"
NA,1,9147,1,1,137,1,131.4,0,0,0,1,0,5,4,5,3,15.5,"Dropout"
NA,1,9147,1,1,115,1,118.5,0,0,0,1,0,5,1,5,1,NA,"Dropout"
1,2,171,1,1,129,1,122,1,0,0,1,0,0,NA,NA,0,7.6,"Dropout"
1,1,9254,1,1,NA,1,122.9,NA,0,0,1,1,6,6,6,3,10.8,"Enrolled"
1,1,9238,1,NA,125,1,NA,0,0,0,NA,NA,6,4,6,3,15.5,"Enrolled"
1,1,9003,1,19,133.1,1,100,1,0,0,1,0,NA,3,6,0,13.9,"Dropout"
1,2,9147,1,1,131,1,NA,1,0,0,1,0,5,1,5,1,7.6,"Dropout"
1,NA,9130,1,1,133.1,1,138.4,0,NA,0,1,NA,5,3,5,5,NA,"Graduate"
NA,1,9085,1,NA,133.1,NA,128.2,0,0,1,1,0,5,0,5,0,7.6,"Dropout"
1,1,9773,1,1,NA,1,107.4,1,0,0,1,0,6,3,6,0,9.4,"Dropout"
1,1,9773,1,1,127,1,129.8,0,0,NA,1,0,6,0,NA,0,10.8,"Dropout"
1,1,9003,1,1,130,1,NA,0,0,1,NA,0,10,8,8,5,15.5,"Dropout"
1,3,9773,1,1,121,1,113,1,0,0,1,NA,6,6,6,6,11.1,"Graduate"
NA,1,9991,0,1,120,1,107,0,0,0,1,0,5,0,5,0,12.7,"Dropout"
4,NA,9773,1,12,NA,1,130,0,0,0,1,0,6,5,NA,5,10.8,"Dropout"
1,1,9003,1,1,NA,1,120,1,0,0,NA,0,6,0,6,2,16.2,"Dropout"
2,1,9003,1,1,120,1,120.5,1,0,NA,1,0,17,NA,NA,12,15.5,"Dropout"
1,1,9238,1,1,133.1,1,120.5,0,0,0,NA,0,6,2,6,0,7.6,"Dropout"
